seed,reg_lambda,reg_alpha,mcs,train_ic,oos_ic,ic_gap,ic_gap_ratio,oos_ic_ir
0,0.5,0.8,80,0.2465357613781542,0.12442994901900681,0.12210581235914739,0.4952864106877085,6.265493387839911
0,0.5,1.0,30,0.27858033819649713,0.11587954173246215,0.16270079646403499,0.5840354617893876,5.805786529273397
0,0.5,1.0,50,0.26374149515607476,0.11570151947824955,0.1480399756778252,0.5613071071361726,5.184632455777916
0,0.5,1.0,65,0.26517148219217657,0.12185930495162975,0.14331217724054682,0.5404509416162814,9.01308800315795
0,0.5,1.0,80,0.25997235501903304,0.12778177586905087,0.13219057914998217,0.5084793694325854,8.99281965971106
0,0.5,1.5,30,0.2842228073649359,0.11807049347495731,0.1661523138899786,0.5845847327679183,5.470122801792721
0,0.5,1.5,50,0.2808846659136915,0.1161133631613364,0.16477130275235508,0.5866155142943438,5.961134894281433
0,0.5,1.5,65,0.2616328359610776,0.12478319860173345,0.13684963735934416,0.523059870740777,8.096553795182173
0,0.5,1.5,80,0.24700239232320248,0.12615982299783965,0.12084256932536283,0.4892364328489596,8.261682736759754
0,1.0,0.2,30,0.2924439971852642,0.11794646702519507,0.17449753016006914,0.5966869959362661,5.372697496396495
0,1.0,0.2,50,0.26311686650404253,0.11772348122683363,0.1453933852772089,0.5525810154590568,6.150869030341448
0,1.0,0.2,65,0.25218383775444375,0.12408154508667765,0.1281022926677661,0.5079718581826872,7.6143534061803715
0,1.0,0.2,80,0.25442300463927936,0.12374092464553518,0.13068207999374418,0.5136409743255138,7.425294869329931
0,1.0,0.3,30,0.28921317208807934,0.11745703432219175,0.1717561377658876,0.5938738423489909,4.598560610200323
0,1.0,0.3,50,0.26101250385504765,0.11656532049352189,0.14444718336152576,0.5534109716128541,5.850694113409805
0,1.0,0.3,65,0.260604759985345,0.12172601515883681,0.1388787448265082,0.5329094711636042,7.2462442513612535
0,1.0,0.3,80,0.24708458296350866,0.12595623517988389,0.12112834778362477,0.4902302941398571,6.618903870740423
0,1.0,0.5,30,0.28418924748849983,0.11460399824490035,0.16958524924359947,0.5967335173385193,4.3670113611064645
0,1.0,0.5,50,0.2687894303455873,0.11931042968808687,0.14947900065750042,0.5561193402036406,6.743851775622878
0,1.0,0.5,65,0.2633667989684423,0.12479813924774778,0.1385686597206945,0.5261432354550445,7.447795737753574
0,1.0,0.5,80,0.2544026393803886,0.12332428331292178,0.13107835606746682,0.5152397647552528,8.385830378668768
0,1.0,0.8,30,0.2730060429523361,0.11201489255659983,0.16099115039573628,0.5896981204326074,4.782818018102501
0,1.0,0.8,50,0.2675561650474405,0.11936442286241566,0.14819174218502484,0.5538715288386231,5.835598089808567
0,1.0,0.8,65,0.25792612309521673,0.12598914618936866,0.13193697690584807,0.5115301052974066,7.830911958273201
0,1.0,0.8,80,0.25155190102115854,0.12220525686448158,0.12934664415667696,0.5141946597565062,6.7993900572785835
0,1.0,1.0,30,0.29216046474344554,0.121012445765133,0.17114801897831255,0.5858014332247264,5.606590252935262
0,1.0,1.0,50,0.2638456837432618,0.11776472405572662,0.14608095968753515,0.5536606004503791,5.554351133308381
0,1.0,1.0,65,0.2586723521967641,0.12451410658307212,0.134158245613692,0.5186416115768026,8.938051999013837
0,1.0,1.0,80,0.25360349612847366,0.1255104998820238,0.12809299624644985,0.5050916024499871,7.815612038846867
0,1.0,1.5,30,0.287610548364759,0.11695551860001012,0.1706550297647489,0.5933545578735779,5.632851167698969
0,1.0,1.5,50,0.2690562141745384,0.11752979576703873,0.15152641840749967,0.5631775458982842,5.822330181912123
0,1.0,1.5,65,0.2641678066565435,0.12577746317457106,0.13839034348197243,0.5238728565509876,7.709819691602995
0,1.0,1.5,80,0.24955339080569425,0.12266035728221888,0.12689303352347536,0.508480502363825,7.054357901041566
0,1.5,0.2,30,0.28371232975576033,0.11320571660594503,0.1705066131498153,0.6009841493198391,4.487739091297815
0,1.5,0.2,50,0.2666992747372524,0.12060344886764666,0.14609582586960573,0.5477923628158976,5.7318741055812
0,1.5,0.2,65,0.2600048767184284,0.12568577881147402,0.1343190979069544,0.5166022253206232,8.50267421921808
0,1.5,0.2,80,0.2513676998318825,0.12471712622822191,0.1266505736036606,0.5038458548507462,7.187552846098326
0,1.5,0.3,30,0.28425075908676245,0.1142264373461815,0.17002432174058096,0.5981490508128567,5.026533778856645
0,1.5,0.3,50,0.26778176948330373,0.1166084375756387,0.15117333190766502,0.5645392970528217,6.644443490447066
0,1.5,0.3,65,0.2603303107821407,0.12314013266004369,0.137190178122097,0.5269850357029904,7.444531156803956
0,1.5,0.3,80,0.25732945029591286,0.12358989830601175,0.13373955198990112,0.5197211272790928,8.435553806715108
0,1.5,0.5,30,0.28629784130911445,0.11595900244882959,0.17033883886028486,0.5949707412441535,5.214053227778102
0,1.5,0.5,50,0.26082237634832595,0.11855544318802998,0.14226693316029598,0.5454552448763053,6.873228768667675
0,1.5,0.5,65,0.25691320063354056,0.1228476084538376,0.13406559217970296,0.5218322447001597,7.850527299386089
0,1.5,0.5,80,0.25367013858593285,0.12530223861679474,0.1283678999691381,0.5060426137846431,7.790842267698808
0,1.5,0.8,30,0.28792024810238703,0.11612755840632935,0.17179268969605768,0.5966676217747863,4.6416425299578385
0,1.5,0.8,50,0.2654638172709348,0.11671231347815632,0.14875150379277852,0.560345682217631,5.869139241002137
0,1.5,0.8,65,0.2624535858502291,0.12490241682677723,0.13755116902345188,0.524097122079126,8.58393572797529
0,1.5,0.8,80,0.2502378166026157,0.12611527773981634,0.12412253886279934,0.4960183098940207,7.490634268401486
0,1.5,1.0,30,0.28347829787061923,0.11575005285861475,0.16772824501200448,0.5916793146844574,4.916428742830811
